points0.pts
zone0.inf
 66 136
 31
HK_QA0
HK_QA1
HK_QA2
HK_QA3
HK_QA4
HK_QA5
HK_QA6
HK_QA7
HK_QA8
HK_QA9
HK_QA10
HK_QA11
HK_QA12
HK_QA13
HK_QA14
HK_QA15
HK_QA16
HK_QA17
HK_QA18
HK_QA19
HK_QA20
HK_QA21
HK_QA22
HK_QA23
HK_QA24
HK_QA25
HK_QA26
HK_QA27
HK_QA28
HK_QA29
HK_QA30
 1806 1 17 0.00000000E+00 11 0.614889443 10 0.343095809 8 -3.15945596E-02 12 8.16334859E-02 6 -9.38818976E-03 9 -3.99767654E-03 7 -2.40809470E-03 5 -5.12093212E-03 4 -2.48034950E-04 13 7.30413897E-03 3 2.29104073E-04 2 1.81808555E-05 1 -1.61439952E-04 15 4.83518094E-03 14 1.48776540E-04 16 -1.37687312E-03 18 2.14166217E-03
 1807 1 17 0.00000000E+00 10 0.455375791 11 0.465549082 8 -4.91516851E-02 12 0.134614483 6 -1.18808039E-02 9 -4.76666819E-03 5 -3.79560585E-03 7 -3.10103619E-03 4 -1.95185057E-04 13 9.15926974E-03 3 1.51763874E-04 2 2.89608835E-07 1 1.21094410E-04 15 6.13702508E-03 14 4.46204096E-04 16 -1.56349724E-03 18 2.89947260E-03
 1811 1 15 0.00000000E+00 10 0.441161901 12 0.430651963 11 0.145286411 8 -2.77907103E-02 6 -1.61923617E-02 5 1.55575713E-02 9 -7.19494885E-03 7 -4.41421801E-03 4 1.32897566E-03 13 7.48066558E-03 3 -9.35831282E-04 2 -1.49207524E-04 1 3.49247269E-03 15 7.70258578E-03 14 4.01470764E-03
 1812 1 15 0.00000000E+00 12 0.511683226 10 0.386428237 11 0.101524964 8 -1.53735895E-02 6 -1.58009920E-02 5 2.01461688E-02 9 -7.33010191E-03 7 -4.27102065E-03 4 1.95514970E-03 13 5.73554216E-03 3 -1.16339803E-03 2 -1.71993393E-04 1 4.47770674E-03 14 5.45154186E-03 15 6.70853769E-03
 1813 1 15 0.00000000E+00 12 0.589811087 10 0.328684926 11 6.41843006E-02 8 -4.15761815E-03 6 -1.49549395E-02 5 2.39765160E-02 9 -7.21288659E-03 7 -3.95319378E-03 4 2.65504466E-03 13 3.83565784E-03 3 -1.31465483E-03 2 -1.78152419E-04 14 7.62426667E-03 1 5.50475530E-03 15 5.49490843E-03
 1814 1 15 0.00000000E+00 12 0.661014616 10 0.272140980 11 3.22473720E-02 8 5.51202055E-03 6 -1.38684707E-02 5 2.71430742E-02 9 -6.88614929E-03 7 -3.51454318E-03 4 3.43894842E-03 13 2.02770974E-03 3 -1.38399447E-03 14 1.12401759E-02 2 -1.63769946E-04 1 6.66081393E-03 15 4.39124508E-03
 1849 1 16 0.00000000E+00 9 0.396142423 7 0.143625781 13 0.290451288 6 -5.01166992E-02 3 0.106188998 11 1.54306786E-03 8 -1.22857951E-02 2 9.80085786E-03 5 3.10158217E-03 4 -1.21986782E-02 10 8.01708011E-05 1 4.24596034E-02 15 3.31502082E-03 12 2.61047538E-02 16 1.49188079E-02 17 3.68688442E-02
 1850 1 16 0.00000000E+00 9 0.429987937 7 0.139077336 13 0.284314811 6 -4.98705246E-02 3 9.71075892E-02 11 6.89626252E-03 8 -1.24371089E-02 2 8.32132902E-03 5 1.97902462E-03 10 -1.22100126E-03 4 -1.16400123E-02 1 3.70369591E-02 15 2.09737686E-03 12 2.31225044E-02 16 1.27251232E-02 17 3.25024053E-02
 1851 1 16 0.00000000E+00 9 0.467444301 7 0.131198779 13 0.276103437 6 -4.90737632E-02 11 1.34436255E-02 3 8.67824033E-02 8 -1.23081654E-02 2 6.91171642E-03 10 -2.62327748E-03 5 8.82950029E-04 4 -1.09825889E-02 1 3.18376087E-02 15 1.19875686E-03 12 2.03460269E-02 16 1.05745718E-02 17 2.82636117E-02
 1873 1 17 0.00000000E+00 11 0.533197522 10 0.340750068 8 -6.10093065E-02 12 0.175624534 6 -1.32648805E-02 9 6.53904572E-04 7 -4.60260222E-03 5 -4.72088670E-03 4 -4.60132578E-04 13 1.87974945E-02 3 -1.78746719E-04 2 -8.05817945E-06 1 1.80610310E-04 15 1.10281203E-02 14 1.76738121E-03 16 -2.91983923E-03 18 5.16483979E-03
 1880 1 15 0.00000000E+00 12 0.721333325 10 0.215304345 11 5.15560284E-02 8 -5.54592349E-03 6 -1.08436858E-02 5 1.64465867E-02 9 -4.80477605E-03 7 -2.90801656E-03 4 1.96433626E-03 13 3.77383339E-03 14 5.82913542E-03 3 -9.22020001E-04 2 -1.12731330E-04 15 4.76228632E-03 1 4.16729460E-03
 1881 1 15 0.00000000E+00 12 0.789780617 10 0.164673612 11 1.86047144E-02 8 3.55547178E-03 6 -9.28392634E-03 5 1.85012221E-02 9 -4.49875230E-03 7 -2.25216337E-03 4 2.61550630E-03 13 1.28940027E-03 14 9.91052110E-03 3 -8.79735278E-04 2 -8.46364856E-05 15 2.98539153E-03 1 5.08278236E-03
 1915 1 16 0.00000000E+00 9 0.388581634 7 0.123512015 13 0.322312683 6 -4.79950309E-02 3 9.51640084E-02 11 5.54272719E-03 8 -1.12629915E-02 2 9.16606933E-03 10 -4.91635874E-04 5 3.22850398E-03 4 -1.11216754E-02 1 4.16223332E-02 15 2.93984381E-03 12 2.60286499E-02 16 1.56198097E-02 17 3.71530391E-02
 1916 1 16 0.00000000E+00 9 0.420113564 7 0.117340013 13 0.318269432 6 -4.74660173E-02 11 1.19228559E-02 3 8.66518468E-02 8 -1.13657657E-02 2 7.82518368E-03 10 -1.94380223E-03 5 2.02396489E-03 4 -1.07095884E-02 1 3.64289396E-02 15 1.70137046E-03 12 2.31609941E-02 16 1.32669695E-02 17 3.27800214E-02
 1947 1 16 0.00000000E+00 12 0.857896686 10 0.106106207 11 2.92168334E-02 8 -3.80671117E-03 6 -5.77976042E-03 5 8.40991363E-03 9 -2.37667561E-03 7 -1.59150537E-03 4 1.05029263E-03 13 2.47542188E-03 14 3.05375387E-03 3 -5.03485964E-04 15 1.78720860E-03 2 -6.00993335E-05 1 2.23654206E-03 18 1.88535324E-03
 1948 1 16 0.00000000E+00 12 0.913416028 10 6.44347444E-02 11 -1.29555468E-03 8 4.29529091E-03 6 -4.28392412E-03 5 1.01116337E-02 9 -2.17351387E-03 7 -8.73976503E-04 4 1.69486669E-03 14 9.79547855E-03 13 -1.00370373E-04 3 -3.75138916E-04 15 1.66099722E-04 2 -1.30827930E-05 1 3.25920782E-03 18 1.94219302E-03
 1949 1 15 0.00000000E+00 12 0.906392634 10 4.95388471E-02 11 -1.67032853E-02 8 9.46783368E-03 6 -4.89593204E-03 5 1.42613146E-02 9 -2.00306601E-03 7 -6.49331079E-04 4 3.02694202E-03 14 2.98137330E-02 13 5.90850774E-04 3 -1.69950130E-04 15 4.89624124E-03 2 1.13109367E-04 1 6.32007234E-03
 2014 1 16 0.00000000E+00 12 1.00000000 10 0.00000000E+00 11 0.00000000E+00 8 0.00000000E+00 6 0.00000000E+00 5 0.00000000E+00 9 0.00000000E+00 7 0.00000000E+00 4 0.00000000E+00 14 0.00000000E+00 13 0.00000000E+00 3 0.00000000E+00 15 0.00000000E+00 2 0.00000000E+00 1 0.00000000E+00 18 0.00000000E+00
 2015 1 16 0.00000000E+00 12 0.944509983 10 9.79508087E-03 11 -8.04990157E-03 8 3.69862863E-03 6 -2.28551496E-03 5 6.22084877E-03 9 -3.45478620E-04 7 -2.25342665E-04 14 2.90006828E-02 4 1.67015055E-03 13 2.31483625E-03 15 3.36710759E-03 3 1.30000510E-04 2 1.36863091E-04 1 4.04418074E-03 18 6.01787074E-03
 2080 1 17 0.00000000E+00 12 0.932765484 10 2.82599591E-03 11 2.83136498E-02 8 -7.84002431E-03 6 -1.34616217E-03 5 -1.90774153E-03 9 1.60419941E-03 7 -6.47936657E-04 14 2.10311543E-02 4 3.45277222E-05 13 8.11089482E-03 15 8.81263893E-03 3 2.32034101E-04 2 1.27549996E-04 18 7.94949941E-03 1 1.46843807E-03 16 -1.53421459E-03
 2081 1 16 0.00000000E+00 12 0.922333717 10 -4.21173312E-03 11 1.00387186E-02 8 -2.60694767E-03 6 -1.91757176E-03 5 1.95860700E-03 9 1.20945508E-03 7 -3.83897917E-04 14 4.11150306E-02 4 1.13692030E-03 13 7.45380763E-03 15 8.67014471E-03 3 4.02030069E-04 2 2.24143063E-04 18 1.05991047E-02 1 3.97845497E-03
 2082 1 15 0.00000000E+00 12 0.882769644 10 2.27471901E-04 11 -8.52863886E-05 8 1.13483146E-03 6 -3.54015781E-03 5 6.82430342E-03 14 6.74096271E-02 9 9.34032432E-04 7 -4.10636392E-04 4 3.24089569E-03 13 8.51743296E-03 15 1.06856180E-02 3 4.48039005E-04 2 6.55257376E-03 18 1.52915921E-02
 2083 1 15 0.00000000E+00 12 0.837799549 10 6.02597557E-03 11 -7.09301606E-03 8 4.18433500E-03 6 -5.12180245E-03 14 9.47786421E-02 5 1.14727737E-02 9 7.82531512E-04 7 -4.27282735E-04 4 4.96354932E-03 13 9.86356381E-03 15 1.27465492E-02 3 5.90237032E-04 2 9.54026263E-03 18 1.98941398E-02
 2084 1 15 0.00000000E+00 12 0.792771935 10 1.12416958E-02 11 -1.23543618E-02 8 6.75192242E-03 14 0.122230791 6 -6.56392425E-03 5 1.56878307E-02 9 7.64666416E-04 7 -4.14358161E-04 4 6.62100036E-03 13 1.12654800E-02 15 1.46396132E-02 3 7.56492023E-04 2 1.24282874E-02 18 2.41729058E-02
 2114 1 18 0.00000000E+00 13 0.430225819 9 0.357415885 7 7.10156411E-02 6 -3.88266444E-02 11 2.13529095E-02 8 -8.43071379E-03 3 6.23669513E-02 10 -3.24305752E-03 5 2.14760378E-03 2 6.46006642E-03 4 -8.03969149E-03 15 -3.50654614E-03 1 3.35096456E-02 16 1.37480097E-02 12 2.13009771E-02 17 2.06558425E-02 18 5.73430536E-03 19 1.61129888E-02
 2150 1 15 0.00000000E+00 12 0.774432540 10 5.78530598E-04 11 -9.02898959E-04 8 1.91456440E-03 14 0.123864695 6 -5.82493655E-03 5 1.08546978E-02 9 1.29847846E-03 7 -8.44151014E-04 4 6.74402667E-03 13 1.32012013E-02 15 1.73719823E-02 3 8.73612333E-03 18 2.18184683E-02 20 2.67566536E-02
 2152 1 14 0.00000000E+00 12 0.694466710 10 8.74016061E-03 11 -1.11673567E-02 8 5.88009087E-03 14 0.175479636 6 -7.04478845E-03 5 1.71307400E-02 9 1.34591258E-03 7 2.86766072E-03 4 1.68240406E-02 13 1.49024557E-02 15 1.93297938E-02 20 3.41963805E-02 18 2.70485617E-02
 2181 1 18 0.00000000E+00 13 0.474438518 9 0.347509265 7 5.22023402E-02 6 -3.41365859E-02 11 3.24859656E-02 8 -7.48906285E-03 10 -5.12258988E-03 3 4.94015962E-02 15 -4.17738967E-03 5 1.00302650E-03 2 5.14988648E-03 4 -6.98321220E-03 1 2.83446498E-02 16 1.16961719E-02 12 1.89734194E-02 17 1.79152843E-02 18 4.91141854E-03 19 1.38772978E-02
 2189 1 19 0.00000000E+00 9 0.402456224 13 0.389960617 7 -2.12770309E-02 11 0.219388664 6 -1.92401127E-03 8 -2.23857164E-03 10 -2.82391682E-02 5 -1.14555676E-02 12 2.66033709E-02 15 2.04340667E-02 3 4.15161718E-04 4 -6.15775492E-03 2 3.69570364E-04 16 -6.78830221E-03 1 5.50623564E-03 17 -2.96969840E-04 18 9.01848543E-03 19 -1.96177885E-03 21 6.18677400E-03
 2218 1 14 0.00000000E+00 12 0.676952958 10 1.25389826E-03 11 -2.01326259E-03 8 2.13022414E-03 14 0.186710685 6 -6.37143990E-03 5 1.34568978E-02 9 2.05384358E-03 7 2.68664653E-03 4 1.55552225E-02 13 1.72895808E-02 15 2.26739794E-02 20 3.77377309E-02 18 2.98830085E-02
 2255 1 19 0.00000000E+00 13 0.437134415 9 0.354270726 7 -2.00982951E-02 11 0.213249207 6 -3.56859760E-03 8 -4.91792988E-03 10 -2.66502723E-02 15 2.50494592E-02 12 3.01239863E-02 5 -1.06987301E-02 3 4.24633065E-04 4 -5.60522499E-03 2 3.49225884E-04 16 -7.83254765E-03 1 5.41388616E-03 17 -8.78039980E-04 18 1.03445323E-02 19 -2.28590146E-03 21 6.17546216E-03
 2286 1 15 0.00000000E+00 12 0.587236047 14 0.249991357 10 1.90524850E-03 11 -2.87634227E-03 8 2.53035710E-03 6 -6.93955179E-03 5 1.49803469E-02 9 2.50829384E-03 7 3.48996813E-03 13 1.92771833E-02 4 1.82587802E-02 20 2.68377997E-02 15 2.55446527E-02 22 2.36730799E-02 18 3.35827805E-02
 2288 1 14 0.00000000E+00 12 0.523462415 14 0.304816008 10 7.18445051E-03 11 -9.04335361E-03 8 5.28624607E-03 6 -7.89656490E-03 5 1.90093424E-02 9 2.98830727E-03 20 2.91226674E-02 7 5.07921539E-03 4 2.31808145E-02 13 2.01871470E-02 22 3.09423544E-02 15 4.56809253E-02
 2289 1 14 0.00000000E+00 12 0.491868049 14 0.331182331 10 9.29725170E-03 11 -1.13445073E-02 8 6.36422168E-03 6 -8.20747018E-03 5 2.04986688E-02 20 2.91544553E-02 9 3.15638934E-03 7 5.62782167E-03 22 3.17059830E-02 4 2.48808600E-02 13 2.03389265E-02 15 4.54770327E-02
 2311 1 18 0.00000000E+00 13 0.536491454 9 0.258099824 7 5.10200039E-02 11 1.17064575E-02 6 -3.14904600E-02 15 -5.29678538E-04 8 -5.56428405E-03 10 -9.92800109E-04 3 5.09429947E-02 5 4.41385387E-03 16 2.12820712E-02 2 6.20160438E-03 4 -5.05856611E-03 17 2.53937487E-02 1 3.53131928E-02 12 2.20859796E-02 18 3.52842151E-03 19 1.71561725E-02
 2312 1 18 0.00000000E+00 13 0.550588965 9 0.268779397 7 4.46944796E-02 11 1.97442602E-02 6 -2.99792960E-02 8 -5.71952574E-03 15 -2.48800404E-03 10 -2.61376752E-03 3 4.53969389E-02 5 3.03155044E-03 16 1.75364781E-02 2 5.34263579E-03 4 -5.13485307E-03 17 2.18279213E-02 1 3.08231954E-02 12 1.97018497E-02 18 3.37243779E-03 19 1.50953513E-02
 2321 1 19 0.00000000E+00 13 0.484267086 9 0.308276296 11 0.203612760 7 -1.88629087E-02 6 -4.55352804E-03 8 -6.99332589E-03 10 -2.47018877E-02 15 3.04199699E-02 12 3.31228338E-02 5 -9.88595840E-03 3 2.24559131E-04 4 -5.00350585E-03 16 -8.87794886E-03 2 3.08480958E-04 17 -1.56646047E-03 18 1.16823195E-02 1 5.15630888E-03 19 -2.62837787E-03 21 6.00329880E-03
 2377 1 18 0.00000000E+00 13 0.572031677 9 0.230030686 7 4.46086824E-02 11 9.26911458E-03 6 -2.87356917E-02 15 1.10660680E-03 8 -4.66162013E-03 10 -4.98142967E-04 3 4.60130647E-02 16 2.35137176E-02 5 4.79635410E-03 2 5.82007365E-03 4 -4.06901166E-03 17 2.60934401E-02 1 3.43163610E-02 12 2.13052128E-02 18 2.37159594E-03 19 1.66878719E-02
 2454 1 19 0.00000000E+00 13 0.538040638 9 0.218574017 11 0.206562951 7 -1.91944763E-02 10 -2.22424604E-02 8 -1.11911353E-02 6 -3.31652095E-03 15 5.67683429E-02 12 4.60369587E-02 5 -9.24759544E-03 16 -1.23217180E-02 4 -3.68834217E-03 3 -2.68783816E-03 17 -4.38443338E-03 18 1.75917745E-02 2 3.08073140E-05 19 -4.26413305E-03 1 3.72666912E-03 21 5.20647503E-03
 2488 1 14 0.00000000E+00 12 0.411027879 14 0.399437815 10 2.58017448E-04 11 -1.47436731E-04 8 3.28185008E-04 20 3.71006280E-02 22 2.87707709E-02 6 -4.51005809E-03 5 2.81463228E-02 9 3.12220701E-03 15 2.84324195E-02 13 2.11835057E-02 7 6.90622209E-03 18 3.99435461E-02
 2489 1 11 0.00000000E+00 14 0.432035118 12 0.387318701 10 1.82509539E-03 11 7.96365202E-04 8 6.66733948E-04 20 3.78349796E-02 22 3.51695195E-02 6 -2.78356625E-03 5 3.21293399E-02 9 1.58318523E-02 15 5.91758564E-02
 2490 1 9 0.00000000E+00 14 0.470950812 12 0.370664984 10 1.27468898E-03 11 1.58786271E-02 8 6.02709420E-04 20 4.16972265E-02 22 4.71833311E-02 6 1.27187762E-02 5 3.90288383E-02
 2520 1 20 0.00000000E+00 13 0.575097442 9 0.182209402 11 0.188886583 7 -1.77950375E-02 15 6.82320222E-02 10 -1.97574887E-02 8 -1.19494358E-02 6 -3.41246533E-03 12 4.74063419E-02 16 -1.29650561E-02 5 -8.42819363E-03 17 -5.33358799E-03 18 1.78558994E-02 4 -3.14589287E-03 3 -3.03255650E-03 19 -4.27147932E-03 2 -4.76887544E-05 21 -1.13684265E-03 1 3.01699643E-03 23 8.57105758E-03
 2579 1 19 0.00000000E+00 13 0.784580290 9 0.134334415 7 1.09996563E-02 15 -2.48927553E-03 11 2.39514895E-02 6 -1.25543084E-02 16 1.02156932E-02 8 -2.71575688E-03 10 -3.44506931E-03 17 1.03902062E-02 3 1.54472301E-02 12 9.41871107E-03 5 6.46279193E-04 18 -2.76509905E-03 4 -2.01181974E-03 19 -6.40626531E-04 2 1.96565059E-03 21 1.15186498E-02 1 1.31536843E-02
 2585 1 20 0.00000000E+00 13 0.656486690 9 0.146786854 11 0.143874168 7 -1.39902635E-02 15 6.51262254E-02 10 -1.54710207E-02 8 -1.00227641E-02 6 -3.88741866E-03 16 -1.17058065E-02 12 3.83398756E-02 17 -5.00358641E-03 5 -6.53722603E-03 18 1.54192951E-02 3 -1.99083658E-03 4 -2.51238723E-03 19 -3.84425698E-03 2 -1.72626424E-05 21 -1.03920687E-03 1 2.67323432E-03 23 7.31570786E-03
 2645 1 19 0.00000000E+00 13 0.832597971 9 9.67617258E-02 15 1.25416933E-04 7 9.48672369E-03 11 1.31259868E-02 16 1.22306850E-02 6 -9.94920172E-03 8 -1.72078481E-03 10 -1.84468890E-03 17 1.03253508E-02 18 -3.90730286E-03 12 7.16894446E-03 19 -7.38441769E-04 3 1.27630737E-02 5 1.20740442E-03 4 -1.23632234E-03 2 1.70328177E-03 21 1.02533763E-02 1 1.16468221E-02
 2651 1 20 0.00000000E+00 13 0.687326372 9 0.113647595 11 0.127182886 15 8.01837072E-02 7 -1.28269400E-02 10 -1.32114096E-02 8 -9.82398726E-03 6 -3.14698671E-03 16 -1.14917327E-02 12 3.84277105E-02 17 -5.75838890E-03 18 1.64481346E-02 5 -5.68356132E-03 19 -4.49464703E-03 3 -2.58947909E-03 4 -1.89741468E-03 21 -1.33536896E-03 2 -9.24584892E-05 1 2.12607160E-03 23 7.00992486E-03
 2692 1 8 0.00000000E+00 14 0.648827851 12 0.221534997 20 3.80476378E-02 10 1.95351313E-04 22 1.47595890E-02 11 1.50541076E-02 8 2.54521202E-02 24 3.61283384E-02
 2695 1 8 0.00000000E+00 14 0.740159452 12 0.156624079 20 2.21554022E-02 22 1.02351243E-02 10 3.19653796E-03 11 9.46267694E-03 8 2.68549025E-02 24 3.13118547E-02
 2696 1 7 0.00000000E+00 14 0.766160071 12 0.139931023 20 1.93655957E-02 22 3.10025867E-02 10 4.01915703E-03 11 9.93773062E-03 8 2.95838211E-02
 2697 1 7 0.00000000E+00 14 0.783796370 12 0.123864710 20 1.69852711E-02 22 3.01339831E-02 10 4.76389239E-03 11 9.43514332E-03 8 3.10206544E-02
 2712 1 20 0.00000000E+00 13 0.912852585 9 5.02620265E-02 15 -2.93174962E-05 7 4.14093910E-03 11 8.20024032E-03 16 6.86209695E-03 6 -4.96446621E-03 17 5.39694494E-03 10 -1.18854735E-03 8 -9.21981758E-04 18 -3.14134290E-03 19 -9.29991802E-05 12 3.41610843E-03 5 4.92062594E-04 3 6.09532185E-03 4 -6.48578745E-04 21 1.71382586E-03 2 8.21587339E-04 1 5.72449155E-03 23 5.00897458E-03
 2716 1 20 0.00000000E+00 13 0.769645154 15 7.51521364E-02 9 7.52352402E-02 11 8.64483863E-02 7 -9.27294325E-03 16 -8.37545563E-03 10 -9.08853207E-03 8 -7.16786599E-03 6 -2.36012228E-03 17 -4.94874408E-03 12 2.79845111E-02 18 1.25448005E-02 19 -3.91722564E-03 5 -3.89042334E-03 3 -2.11079116E-03 21 -1.15589390E-03 4 -1.20728172E-03 2 -1.02228085E-04 23 5.14262030E-03 1 1.44466991E-03
 2759 1 8 0.00000000E+00 14 0.703313410 12 0.181312218 20 3.57652344E-02 22 1.31924395E-02 10 -1.91523082E-04 11 1.36614908E-02 8 2.15674955E-02 24 3.13792527E-02
 2760 1 8 0.00000000E+00 14 0.737760663 12 0.159057587 20 2.90168505E-02 22 1.13600343E-02 10 8.27861368E-04 11 1.13413148E-02 8 2.15871744E-02 24 2.90485192E-02
 2761 1 8 0.00000000E+00 14 0.769721270 12 0.138036892 20 2.25724317E-02 22 9.65170376E-03 10 1.75761967E-03 11 9.40887816E-03 8 2.17574108E-02 24 2.70938035E-02
 2762 1 8 0.00000000E+00 14 0.797257781 12 0.118877530 20 1.71194859E-02 22 8.15163739E-03 10 2.60762754E-03 11 7.95090850E-03 24 2.57569160E-02 8 2.22781282E-02
 2763 1 7 0.00000000E+00 14 0.818703294 12 0.102281757 20 1.39465621E-02 22 7.12684076E-03 10 1.82507150E-02 11 1.36000263E-02 24 2.60907877E-02
 2779 1 20 0.00000000E+00 13 1.00000000 15 0.00000000E+00 9 0.00000000E+00 7 0.00000000E+00 11 0.00000000E+00 16 0.00000000E+00 17 0.00000000E+00 10 0.00000000E+00 6 0.00000000E+00 8 0.00000000E+00 18 0.00000000E+00 19 0.00000000E+00 12 0.00000000E+00 5 0.00000000E+00 21 0.00000000E+00 3 0.00000000E+00 4 0.00000000E+00 2 0.00000000E+00 23 0.00000000E+00 1 0.00000000E+00
 2822 1 11 0.00000000E+00 14 0.597406387 12 0.224489853 20 5.51596358E-02 22 1.56031810E-02 10 -3.71416495E-03 11 1.15071349E-02 8 1.17310425E-02 24 1.94820240E-02 25 6.60454738E-04 18 3.53620052E-02 15 3.23124304E-02
 2826 1 9 0.00000000E+00 14 0.760339975 12 0.141231939 20 3.12892348E-02 22 9.18661710E-03 10 -4.69880353E-04 11 1.15557257E-02 24 2.27449834E-02 8 1.69711336E-02 25 7.15027750E-03
 2827 1 9 0.00000000E+00 14 0.797066689 12 0.119290210 20 2.29291338E-02 22 6.86975941E-03 10 4.66752273E-04 11 9.12869629E-03 24 1.95989460E-02 8 1.65817551E-02 25 8.06805491E-03
 2828 1 9 0.00000000E+00 14 0.829850435 12 9.90002826E-02 20 1.52832130E-02 22 4.64880653E-03 10 1.32659893E-03 11 7.15442607E-03 24 1.68724917E-02 25 9.37315635E-03 8 1.64905675E-02
 2829 1 8 0.00000000E+00 14 0.855573475 12 8.14538896E-02 20 9.84184910E-03 22 2.58535426E-03 10 1.29426150E-02 11 1.05527984E-02 24 1.52531639E-02 25 1.17968833E-02
 2845 1 20 0.00000000E+00 13 0.928458393 15 4.84284982E-02 9 -4.24046622E-04 16 1.08978748E-02 11 3.04566533E-03 7 1.91432497E-04 17 2.82135187E-03 18 -2.28079711E-03 10 5.07760560E-05 6 -7.90392398E-04 8 -5.66911302E-04 19 -2.26370431E-03 12 4.64740722E-03 21 6.54788630E-04 5 5.96775149E-04 3 7.83708238E-04 4 4.27499617E-04 23 2.58847978E-03 2 2.33899642E-04 1 2.49929680E-03
 2847 1 19 0.00000000E+00 13 0.830533981 15 0.101305909 9 1.96763761E-02 16 2.14448432E-03 11 4.11880538E-02 7 -5.22040762E-03 17 -2.70117237E-03 10 -3.88584472E-03 18 6.80423016E-03 8 -4.12921095E-03 6 -7.81672716E-04 19 -4.66763740E-03 12 1.86724104E-02 21 -7.25295104E-04 5 -1.45071268E-03 3 -1.92867965E-03 4 1.50112362E-04 23 3.88758513E-03 2 1.12751953E-03
 2889 1 10 0.00000000E+00 14 0.647359669 12 0.187945068 20 5.93708791E-02 22 1.54103655E-02 10 -4.11535660E-03 11 1.45707056E-02 24 1.84891112E-02 8 1.10570025E-02 25 -2.20885686E-05 18 4.99346405E-02
 2893 1 9 0.00000000E+00 14 0.820838273 12 0.101605348 20 2.72086263E-02 22 7.48394011E-03 10 -6.16755337E-04 11 9.11439303E-03 24 1.74195338E-02 25 4.59746644E-03 8 1.23491902E-02
 2894 1 8 0.00000000E+00 14 0.860926628 12 7.96860531E-02 20 1.72380432E-02 22 4.97262785E-03 10 7.56860804E-03 24 1.41050750E-02 11 9.78675764E-03 25 5.71619440E-03
 2895 1 8 0.00000000E+00 14 0.893522382 12 6.04327023E-02 20 8.86872783E-03 22 2.62743095E-03 10 8.25606007E-03 24 1.12651447E-02 25 7.19981035E-03 11 7.82776903E-03
 2910 1 19 0.00000000E+00 13 0.854470074 15 8.50864425E-02 16 3.06125432E-02 9 3.70713533E-03 17 1.05416309E-02 7 3.21070408E-03 11 -3.72138084E-03 18 -9.26675834E-03 19 -4.13726131E-03 10 1.27497048E-03 6 -2.94791232E-03 8 -1.40317512E-04 21 2.53601652E-03 12 6.71155890E-03 5 2.26517906E-03 3 3.97250662E-03 23 6.85376208E-03 4 1.74939132E-03 2 7.22170388E-03
 2911 1 19 0.00000000E+00 13 0.859493911 15 9.61943939E-02 16 2.22521331E-02 9 -6.77719247E-04 17 5.64217428E-03 11 5.06716361E-03 7 4.02440288E-04 18 -4.83223749E-03 19 -4.44119284E-03 10 1.89694780E-04 8 -9.51221969E-04 6 -1.55223429E-03 12 8.58871732E-03 21 1.30695372E-03 5 1.19807175E-03 3 1.40433596E-03 23 4.93942760E-03 4 1.29867694E-03 2 4.47649043E-03
 2913 1 19 0.00000000E+00 13 0.790056109 15 0.142497763 16 9.69272293E-03 9 1.08161531E-02 11 3.62828933E-02 17 -1.33336289E-03 7 -4.52212570E-03 18 5.28165558E-03 10 -3.07504158E-03 19 -6.35155244E-03 8 -4.02713194E-03 6 -9.14881821E-04 12 2.03138366E-02 21 -4.23960446E-04 5 -8.00590322E-04 23 5.12918830E-03 3 -1.57831237E-03 4 6.82220794E-04 2 2.27440661E-03
 2955 1 10 0.00000000E+00 14 0.652374208 12 0.172779351 20 7.04985932E-02 22 1.72372777E-02 10 -4.94287815E-03 11 1.59437694E-02 24 1.87935196E-02 8 8.90494883E-03 25 -2.40299175E-03 18 5.08141927E-02
 2960 1 8 0.00000000E+00 14 0.884116948 20 2.21294835E-02 12 6.23068698E-02 22 5.37156221E-03 24 1.15373442E-02 10 3.98087315E-03 25 2.27712677E-03 11 8.27979483E-03
 2961 1 8 0.00000000E+00 14 0.928252459 20 9.61766765E-03 12 3.99950929E-02 22 2.67945626E-03 24 7.45269889E-03 25 2.87860516E-03 10 3.92005127E-03 11 5.20395627E-03
 2962 1 8 0.00000000E+00 14 0.954078317 20 2.70857639E-03 12 2.37924121E-02 22 3.24409513E-04 24 5.13572898E-03 25 5.15616639E-03 10 4.93469415E-03 11 3.86970257E-03
 2963 1 7 0.00000000E+00 14 0.940360308 20 8.91976617E-03 12 2.11493634E-02 22 -1.39422517E-03 24 6.67377934E-03 25 1.11399340E-02 10 1.31510599E-02
 2964 1 6 0.00000000E+00 14 0.910260379 20 2.16803756E-02 12 3.90478559E-02 22 -2.65499018E-03 25 2.01853998E-02 24 1.14809526E-02
 2977 1 19 0.00000000E+00 13 0.792858839 15 0.143172070 16 3.41740996E-02 9 -8.22641945E-04 17 8.41215346E-03 11 6.23699278E-03 7 6.69279951E-04 18 -7.69235706E-03 19 -6.53605256E-03 10 3.65360844E-04 8 -1.18693884E-03 6 -2.14085798E-03 21 1.92376040E-03 12 1.17019759E-02 23 6.90421602E-03 5 1.74942531E-03 3 2.00601039E-03 4 1.86143292E-03 2 6.34321803E-03
