points0.pts
zone0.inf
 66 136
 31
HK_QA0
HK_QA1
HK_QA2
HK_QA3
HK_QA4
HK_QA5
HK_QA6
HK_QA7
HK_QA8
HK_QA9
HK_QA10
HK_QA11
HK_QA12
HK_QA13
HK_QA14
HK_QA15
HK_QA16
HK_QA17
HK_QA18
HK_QA19
HK_QA20
HK_QA21
HK_QA22
HK_QA23
HK_QA24
HK_QA25
HK_QA26
HK_QA27
HK_QA28
HK_QA29
HK_QA30
 4104 1 15 0.00000000E+00 16 0.591931105 17 5.15627377E-02 15 0.246768579 18 0.105232865 19 4.85067107E-02 21 -2.23953016E-02 23 -4.98388521E-03 13 -8.45169183E-03 26 -3.04156891E-03 24 -2.54377606E-04 11 -6.46119355E-04 9 -1.46101613E-03 22 -8.90566327E-04 12 -9.84273385E-04 27 -8.93207558E-04
 4105 1 17 0.00000000E+00 16 0.451932609 15 0.294217795 17 6.91533461E-02 18 0.171675503 19 7.20992833E-02 21 -3.16887274E-02 23 -6.21480914E-03 13 -1.29038002E-02 26 -4.01467783E-03 24 -9.55238793E-05 11 5.43902162E-04 22 4.73415603E-05 9 -1.82555232E-03 12 5.39065986E-05 27 -1.23871386E-03 20 -7.05015555E-04 10 -1.03684899E-03
 4106 1 17 0.00000000E+00 16 0.338524431 15 0.322398275 17 6.92349300E-02 18 0.248061463 19 8.70927274E-02 21 -3.93552966E-02 23 -6.41482510E-03 13 -1.43820001E-02 26 -4.65488760E-03 24 3.26548674E-04 11 1.64559344E-03 22 5.26403601E-04 12 1.76058523E-03 9 -1.96782639E-03 27 -1.40329986E-03 20 -8.29520502E-07 10 -1.39201130E-03
 4107 1 17 0.00000000E+00 16 0.249326125 15 0.332021505 18 0.332594901 17 5.85905164E-02 19 8.97182673E-02 21 -4.47106808E-02 23 -5.13190171E-03 13 -1.32329958E-02 26 -5.06672915E-03 24 1.08050241E-03 22 1.29612710E-03 11 3.07407347E-03 12 4.26892797E-03 20 1.22992194E-03 27 -1.42890809E-03 9 -1.90490019E-03 10 -1.72475143E-03
 4108 1 17 0.00000000E+00 18 0.421173602 15 0.326753616 16 0.179927379 19 7.87676796E-02 17 4.30406556E-02 21 -4.71320301E-02 23 -1.82695291E-03 13 -1.01259192E-02 26 -5.35014644E-03 24 2.24817661E-03 22 2.39941617E-03 11 4.76504955E-03 20 2.97715329E-03 12 7.49793462E-03 27 -1.37324468E-03 9 -1.69009750E-03 10 -2.05228478E-03
 4109 1 18 0.00000000E+00 18 0.506863773 15 0.311488986 16 0.126220688 19 5.62058203E-02 17 2.65631955E-02 21 -4.61215004E-02 23 4.10658028E-03 13 -5.78214880E-03 26 -5.62695274E-03 24 4.92849899E-03 22 4.70326701E-03 11 6.64372789E-03 20 5.71278296E-03 12 1.14297681E-02 27 -8.07888748E-04 9 -1.29394664E-03 10 -2.34013353E-03 25 -2.89450213E-03
 4167 1 12 0.00000000E+00 16 0.814766705 17 0.153114170 15 3.65563780E-02 19 -1.68388933E-02 18 -2.27344297E-02 21 4.48626047E-03 23 1.43670943E-04 13 1.79808531E-02 26 5.10891713E-03 24 2.78347684E-03 11 1.12712313E-03 9 3.50574031E-03
 4168 1 12 0.00000000E+00 16 1.00000000 17 0.00000000E+00 15 0.00000000E+00 19 0.00000000E+00 18 0.00000000E+00 21 0.00000000E+00 23 0.00000000E+00 13 0.00000000E+00 26 0.00000000E+00 24 0.00000000E+00 11 0.00000000E+00 9 0.00000000E+00
 4169 1 14 0.00000000E+00 16 0.760846794 17 9.93850231E-02 15 8.30529109E-02 19 3.45257595E-02 18 5.16426302E-02 21 -1.32337231E-02 23 -3.05727799E-03 13 -6.52372744E-03 26 -2.21699988E-03 24 -2.59534921E-04 11 -9.62613616E-04 9 -1.24177954E-03 22 -1.09378621E-03 27 -8.63648194E-04
 4170 1 15 0.00000000E+00 16 0.577830911 17 0.139384612 15 0.149550438 19 7.37136826E-02 18 0.112029433 21 -2.52938569E-02 23 -5.73502807E-03 13 -1.12539455E-02 26 -3.55504104E-03 24 -3.85402207E-04 11 -4.63047472E-04 22 -1.37585076E-03 9 -1.88806374E-03 27 -1.29568228E-03 12 -1.26315199E-03
 4171 1 16 0.00000000E+00 16 0.437716007 17 0.141003683 15 0.197958484 18 0.182839215 19 0.108885944 21 -3.58858556E-02 23 -7.77386082E-03 13 -1.40368361E-02 26 -4.35736449E-03 24 -3.65468557E-04 11 -2.06096112E-04 22 -1.90068749E-04 27 -1.48403586E-03 9 -2.16806657E-03 12 -7.25138234E-04 20 -1.21052249E-03
 4172 1 16 0.00000000E+00 16 0.328909487 17 0.122272179 18 0.265188992 15 0.228190854 19 0.131958276 21 -4.44002599E-02 23 -8.82370491E-03 13 -1.47698410E-02 26 -4.82374709E-03 24 -1.29458524E-04 22 1.24397891E-04 11 3.40131344E-04 27 -1.53484347E-03 20 -6.87308144E-04 12 4.10194712E-04 9 -2.22534477E-03
 4173 1 16 0.00000000E+00 16 0.243442342 18 0.358716756 17 9.50998142E-02 19 0.137154162 15 0.241691679 21 -5.00224605E-02 23 -8.44826363E-03 13 -1.36073129E-02 26 -5.05248597E-03 24 3.84422252E-04 22 6.72084279E-04 11 1.14967802E-03 27 -1.47784129E-03 20 2.46987998E-04 12 2.15710117E-03 9 -2.10667565E-03
 4174 1 16 0.00000000E+00 18 0.460336268 16 0.175913066 19 0.122090772 15 0.241355121 17 6.66613206E-02 21 -5.20269498E-02 23 -6.06223522E-03 13 -1.09450361E-02 26 -5.11777028E-03 24 1.26081856E-03 22 1.50163914E-03 11 2.17368500E-03 20 1.60158321E-03 27 -1.35954935E-03 12 4.47358796E-03 9 -1.85631285E-03
 4175 1 18 0.00000000E+00 18 0.562514544 19 8.91309604E-02 16 0.122619711 15 0.231207371 17 4.09489535E-02 21 -4.99186181E-02 23 -8.49965843E-04 13 -7.27536902E-03 26 -5.12635289E-03 24 3.43808043E-03 22 3.34882573E-03 20 3.81315150E-03 27 -8.19278881E-04 11 4.65124566E-03 12 7.81505927E-03 25 -2.32602470E-03 9 -1.31860119E-03 10 -1.85372739E-03
 4176 1 18 0.00000000E+00 18 0.652027071 19 4.60931621E-02 15 0.216090068 16 8.10730606E-02 17 1.95623431E-02 21 -4.33249846E-02 23 8.53345636E-03 13 -3.12508526E-03 26 -5.33127040E-03 24 5.75914001E-03 22 5.23357000E-03 20 6.32960489E-03 27 -6.27062866E-04 11 6.15282916E-03 12 1.14089670E-02 25 -2.91833095E-03 10 -2.05064192E-03 9 -8.85892136E-04
 4205 1 16 0.00000000E+00 20 0.445666283 22 0.197511405 24 8.08019117E-02 25 -6.15847223E-02 14 0.156786993 23 5.78574575E-02 18 6.14758655E-02 21 -1.54121825E-03 19 -1.40136089E-02 27 -5.28457295E-03 26 -1.15950068E-03 15 3.51116583E-02 12 5.33281192E-02 16 -3.65405111E-03 17 -5.13234874E-03 28 3.83033510E-03
 4233 1 11 0.00000000E+00 16 0.628796816 17 0.373445481 15 3.57068540E-03 19 -1.57853179E-02 18 -2.11403556E-02 21 4.68410226E-03 23 3.33944685E-04 13 1.44180004E-02 26 5.43235010E-03 24 2.93487054E-03 11 3.30940215E-03
 4234 1 14 0.00000000E+00 16 0.663080931 17 0.327797860 15 -4.04497230E-04 19 6.42363960E-03 18 7.86364730E-03 21 -3.84381460E-03 23 -9.58471792E-04 13 -8.63012101E-05 26 -2.24770673E-04 24 -2.52627178E-05 11 -5.46848860E-05 27 1.74866334E-04 22 7.13896516E-05 9 1.85452358E-04
 4235 1 13 0.00000000E+00 16 0.580810249 17 0.311969042 19 5.16439117E-02 15 3.69016901E-02 18 5.26610017E-02 21 -1.51455216E-02 23 -3.53328045E-03 13 -8.25739093E-03 26 -2.56977719E-03 24 -3.34664830E-04 11 -1.65745104E-03 22 -1.38497422E-03 27 -1.10282644E-03
 4236 1 13 0.00000000E+00 16 0.466449231 17 0.285357803 19 0.107956491 15 8.60070363E-02 18 0.110779852 21 -2.72146072E-02 23 -6.58253906E-03 13 -1.25600575E-02 26 -3.73691926E-03 24 -5.86534967E-04 22 -1.96293229E-03 27 -1.59076543E-03 11 -2.31606280E-03
 4237 1 15 0.00000000E+00 16 0.366617352 17 0.239514232 19 0.159317821 18 0.181612805 15 0.126347274 21 -3.84289920E-02 23 -9.17631388E-03 13 -1.44882239E-02 26 -4.29665530E-03 24 -6.71465648E-04 22 -4.39522322E-04 27 -1.62717793E-03 11 -1.38239039E-03 20 -1.64455315E-03 12 -1.25419791E-03
 4238 1 15 0.00000000E+00 16 0.283033907 17 0.186501861 18 0.266677737 19 0.194106683 15 0.153128132 21 -4.76028025E-02 23 -1.09638693E-02 13 -1.48008587E-02 26 -4.64839907E-03 24 -6.06337911E-04 22 -2.80956068E-04 27 -1.60420546E-03 11 -1.07280759E-03 20 -1.31395028E-03 12 -5.54150494E-04
 4239 1 15 0.00000000E+00 18 0.367477208 16 0.213219300 19 0.203887165 17 0.134883836 15 0.166097477 21 -5.33101708E-02 23 -1.15002589E-02 13 -1.36008775E-02 26 -4.77858167E-03 24 -3.25849571E-04 22 4.78505426E-05 27 -1.48447719E-03 20 -6.80170662E-04 11 -5.06824988E-04 12 5.74358506E-04
 4240 1 16 0.00000000E+00 18 0.483176917 19 0.183895066 16 0.155052021 17 8.96401927E-02 15 0.166701749 21 -5.44739179E-02 23 -1.02823330E-02 13 -1.11525543E-02 26 -4.67254501E-03 24 7.61766685E-04 22 1.01606280E-03 27 -1.04176765E-03 20 5.11725084E-04 11 3.03065433E-04 12 2.13154382E-03 25 -1.56697724E-03
 4241 1 16 0.00000000E+00 18 0.607594907 19 0.135718808 16 0.106925912 17 5.30713312E-02 15 0.157791108 21 -5.08656912E-02 23 -6.29606796E-03 13 -7.88949244E-03 26 -4.38590674E-03 24 1.77210686E-03 22 1.87878823E-03 27 -8.17879802E-04 20 1.85212365E-03 11 1.26150716E-03 12 4.08469001E-03 25 -1.69625238E-03
 4242 1 17 0.00000000E+00 18 0.723546803 19 7.05835298E-02 16 6.80536330E-02 21 -4.23762314E-02 17 2.53634248E-02 15 0.144025683 23 2.16028700E-03 13 -4.15640185E-03 26 -4.11114935E-03 24 3.55746062E-03 22 3.29170260E-03 20 3.79093480E-03 27 -1.26388753E-04 11 2.43078102E-03 12 6.65486278E-03 25 -2.00889097E-03 28 -6.80070661E-04
 4243 1 17 0.00000000E+00 18 0.799172819 19 9.77806840E-03 21 -2.74618566E-02 16 3.86780687E-02 15 0.132258803 17 5.06731542E-03 23 1.79363117E-02 13 -4.27575462E-04 26 -4.73883189E-03 24 6.77097077E-03 22 5.69299283E-03 20 6.64763199E-03 27 -2.85148271E-04 11 3.83833027E-03 25 -2.88058049E-03 12 1.01707131E-02 28 -2.18013825E-04
 4271 1 16 0.00000000E+00 20 0.452583611 22 0.227673829 24 8.67633671E-02 25 -6.47738650E-02 14 0.132940412 23 5.68534546E-02 18 5.73841482E-02 21 -1.64587388E-03 27 -5.28237270E-03 19 -1.32005550E-02 26 -1.21982489E-03 15 3.14173475E-02 12 4.62253876E-02 28 2.82559753E-03 16 -3.47049115E-03 17 -5.07415086E-03
 4299 1 11 0.00000000E+00 17 0.640707016 16 0.364980370 19 -1.30994283E-02 15 -3.60383140E-03 18 -2.13269051E-02 21 6.57243375E-03 23 6.36996701E-04 13 1.42021021E-02 26 4.88981791E-03 24 2.69200234E-03 27 3.34939105E-03
 4300 1 13 0.00000000E+00 17 0.660440147 16 0.330127746 19 7.59991398E-03 15 -6.72368915E-04 18 7.58178625E-03 21 -4.11747629E-03 23 -1.00275467E-03 13 2.27783585E-05 26 -2.53552280E-04 24 -2.29707202E-05 27 1.81577401E-04 22 7.36298534E-05 11 4.15720533E-05
 4301 1 13 0.00000000E+00 17 0.571139276 16 0.321838021 19 7.31854662E-02 18 4.72575761E-02 15 1.92134157E-02 21 -1.46928914E-02 23 -3.80732119E-03 13 -7.44607905E-03 26 -2.26030662E-03 24 -4.08277818E-04 27 -1.04160002E-03 22 -1.40343991E-03 11 -1.57384202E-03
 4304 1 14 0.00000000E+00 17 0.248206422 16 0.213941321 19 0.277637839 18 0.247496426 15 9.64605734E-02 21 -4.76750396E-02 23 -1.23812351E-02 13 -1.32243540E-02 26 -3.86188948E-03 24 -1.01394975E-03 22 -6.04673347E-04 27 -1.45576173E-03 20 -1.70174218E-03 11 -1.82393414E-03
 4305 1 15 0.00000000E+00 18 0.350449443 19 0.295969099 17 0.169023827 16 0.166690350 21 -5.33047132E-02 15 0.106235169 23 -1.35862883E-02 13 -1.20620085E-02 26 -4.10124334E-03 24 -8.93487828E-04 22 -4.41834738E-04 27 -1.28959399E-03 20 -1.25842681E-03 11 -8.69962329E-04 12 -5.60301240E-04
 4306 1 17 0.00000000E+00 18 0.476868957 19 0.272184700 17 0.105869390 16 0.122586049 21 -5.25132641E-02 15 0.105331354 23 -1.34265879E-02 13 -9.91451833E-03 26 -3.82158742E-03 24 -3.09927680E-04 22 9.46475848E-05 27 1.31857698E-04 20 -5.36749489E-04 11 -3.73277086E-04 12 3.04588757E-04 25 -9.48606175E-04 28 -1.52705703E-03
 4307 1 17 0.00000000E+00 18 0.625656605 19 0.204445124 17 5.89241795E-02 16 8.28598961E-02 21 -4.56410795E-02 15 9.49080884E-02 23 -1.10360542E-02 13 -7.12107355E-03 26 -3.36850947E-03 24 1.63787059E-04 22 4.89096972E-04 27 8.87616843E-05 20 1.92037347E-04 11 1.71357126E-04 25 -9.04250948E-04 12 1.30436092E-03 28 -1.13234948E-03
 4308 1 17 0.00000000E+00 18 0.783528209 19 0.104683332 21 -3.51182483E-02 17 2.63467561E-02 16 4.82592098E-02 15 7.81001896E-02 23 -4.84371511E-03 13 -3.88524611E-03 26 -2.63811043E-03 24 1.15608657E-03 22 1.22920237E-03 27 -1.67018482E-06 20 1.30056974E-03 25 -9.72825394E-04 11 8.47085088E-04 12 2.64593237E-03 28 -6.36774290E-04
 4309 1 18 0.00000000E+00 18 0.894344687 19 1.03594977E-02 21 -1.78631078E-02 17 4.32133256E-03 16 2.15627681E-02 15 6.51050508E-02 23 1.03806313E-02 13 -6.58504025E-04 26 -2.74768192E-03 24 3.71014769E-03 22 3.05698230E-03 20 3.44578014E-03 27 -1.44322883E-04 25 -1.57625484E-03 12 5.09247417E-03 11 1.84928428E-03 28 2.64801583E-05 29 -2.65234063E-04
 4310 1 18 0.00000000E+00 18 0.881026626 19 -3.12065855E-02 21 1.40651651E-02 17 -1.13092493E-02 16 6.70201238E-03 15 6.95865452E-02 23 4.12638932E-02 26 -5.45615470E-03 13 2.00916431E-03 24 9.26700607E-03 22 6.99219853E-03 20 7.51910312E-03 27 -3.42459593E-04 25 -3.30439094E-03 12 9.70400404E-03 28 1.11104921E-04 11 3.44890309E-03 29 -7.69022590E-05
 4366 1 12 0.00000000E+00 17 1.00000000 16 0.00000000E+00 19 0.00000000E+00 18 0.00000000E+00 15 0.00000000E+00 21 0.00000000E+00 23 0.00000000E+00 13 0.00000000E+00 26 0.00000000E+00 24 0.00000000E+00 27 0.00000000E+00 22 0.00000000E+00
 4367 1 12 0.00000000E+00 17 0.760943234 16 0.105777442 19 0.112159058 18 3.23066749E-02 15 8.64153635E-03 21 -7.97037594E-03 23 -3.67320538E-03 13 -5.78418421E-03 26 -1.29106702E-04 24 -6.11312164E-04 27 -6.15394732E-04 22 -1.04435289E-03
 4368 1 12 0.00000000E+00 17 0.570964158 16 0.150650337 19 0.217952177 18 7.55289644E-02 15 2.48983689E-02 21 -1.88874770E-02 23 -7.21017271E-03 13 -9.44522023E-03 26 -6.35664561E-04 24 -1.03941502E-03 27 -1.00120797E-03 22 -1.77487021E-03
 4369 1 13 0.00000000E+00 17 0.417253673 16 0.156255171 19 0.311798811 18 0.131627128 21 -3.14216502E-02 15 4.22782674E-02 23 -1.02829551E-02 13 -1.11885043E-02 26 -1.40897057E-03 24 -1.27425254E-03 27 -1.15551462E-03 22 -7.69146543E-04 20 -1.71204621E-03
 4370 1 14 0.00000000E+00 19 0.383828193 17 0.290501267 16 0.140605688 18 0.204354316 21 -4.29243930E-02 15 5.56521118E-02 23 -1.25954570E-02 13 -1.07214181E-02 26 -2.23712577E-03 24 -1.29691209E-03 27 -1.07655651E-03 22 -7.70239159E-04 20 -1.60761736E-03 11 -1.71187078E-03
 4371 1 16 0.00000000E+00 19 0.418173462 18 0.299899817 17 0.187359408 16 0.115002923 21 -4.88922223E-02 15 6.16579130E-02 23 -1.40454993E-02 13 -9.79971141E-03 26 -2.85066245E-03 24 -1.03974645E-03 22 -5.58668573E-04 27 9.72231428E-05 20 -1.41612417E-03 11 -1.52710720E-03 28 -1.45474216E-03 25 -6.06265501E-04
 4372 1 16 0.00000000E+00 18 0.426140159 19 0.396006942 17 0.108566865 16 8.57647732E-02 21 -4.41702940E-02 15 5.90405129E-02 23 -1.42536825E-02 13 -8.11063312E-03 26 -3.26591125E-03 24 -9.47900466E-04 22 -5.01962146E-04 27 1.62271928E-04 20 -1.25161593E-03 25 -5.49198478E-04 28 -1.36034796E-03 11 -1.26997544E-03
 4373 1 18 0.00000000E+00 18 0.587429404 19 0.309083879 21 -2.84048971E-02 17 5.42113557E-02 16 5.61651103E-02 15 4.75705303E-02 23 -1.26457801E-02 13 -5.77016408E-03 26 -2.83570495E-03 24 -8.42187670E-04 22 -4.17363190E-04 27 1.66895887E-04 20 -8.95584060E-04 25 -3.80814861E-04 28 -1.17411168E-04 11 -5.33809478E-04 12 -5.79628570E-04 29 -1.20385026E-03
 4374 1 18 0.00000000E+00 18 0.780883014 19 0.169729054 21 -9.87068564E-03 17 2.00721975E-02 16 2.74864063E-02 15 2.75976732E-02 23 -8.18629097E-03 26 -1.84064580E-03 13 -3.06863175E-03 24 -5.81003260E-04 22 -2.79423053E-04 27 1.05855179E-04 20 -5.27440279E-04 25 -1.93613654E-04 28 -5.35101171E-05 11 -2.77926971E-04 12 -2.91625300E-04 29 -7.03407102E-04
 4375 1 18 0.00000000E+00 18 1.00000000 19 0.00000000E+00 21 0.00000000E+00 17 0.00000000E+00 16 0.00000000E+00 15 0.00000000E+00 23 0.00000000E+00 26 0.00000000E+00 13 0.00000000E+00 24 0.00000000E+00 22 0.00000000E+00 27 0.00000000E+00 20 0.00000000E+00 25 0.00000000E+00 28 0.00000000E+00 12 0.00000000E+00 29 0.00000000E+00 11 0.00000000E+00
 4376 1 18 0.00000000E+00 18 0.891532958 19 -1.40482839E-02 21 5.56001961E-02 17 -1.56272948E-02 23 4.44214530E-02 16 -4.46693460E-03 15 2.45733541E-02 26 -5.27617801E-03 24 7.18121137E-03 13 1.50098931E-03 22 5.06408373E-03 27 -2.28663048E-04 20 4.92365612E-03 25 -2.43956083E-03 28 8.83438115E-05 12 5.59442677E-03 29 -2.09196864E-04 11 1.81541848E-03
 4377 1 18 0.00000000E+00 18 0.798640430 19 -3.04788332E-02 21 9.21160206E-02 23 9.13577154E-02 17 -2.54731365E-02 16 -8.00191890E-03 15 4.34899479E-02 26 -9.61928722E-03 24 1.50795467E-02 13 3.19432863E-03 22 1.04253395E-02 20 1.00710066E-02 27 -4.44301753E-04 25 -4.96574072E-03 28 1.45018756E-04 12 1.11472309E-02 29 -2.78887397E-04 11 3.59551399E-03
 4432 1 12 0.00000000E+00 17 0.892389596 16 -5.41815534E-03 19 0.100550637 18 -1.74848549E-02 21 1.80523004E-02 15 -7.32965954E-03 23 -4.56602080E-04 13 6.14799699E-03 26 8.66280589E-03 24 -5.52598096E-04 27 2.60819145E-03 22 2.83035426E-03
 4433 1 12 0.00000000E+00 17 0.776672840 16 1.68465525E-02 19 0.187919021 18 8.61570332E-03 21 8.57286621E-03 15 -9.28111607E-04 23 -3.36187868E-03 13 -9.54064191E-04 26 5.83951827E-03 24 -9.88445128E-04 27 1.01604161E-03 22 7.49951403E-04
 4434 1 12 0.00000000E+00 17 0.607074857 16 5.66118620E-02 19 0.297785282 18 4.16583493E-02 21 -2.60925782E-03 15 8.62567127E-03 23 -6.57943636E-03 13 -5.07777231E-03 26 4.12102137E-03 24 -1.34466076E-03 27 2.05295975E-04 22 -4.71210864E-04
 4435 1 14 0.00000000E+00 17 0.445973575 19 0.408101082 16 7.67438859E-02 18 8.38457197E-02 21 -1.63071938E-02 15 1.91178564E-02 23 -9.39624384E-03 13 -7.28066079E-03 26 2.34662322E-03 24 -1.51784520E-03 27 -3.80257028E-04 22 -7.08934793E-04 20 -6.88415603E-04 28 1.50834530E-04
 4436 1 14 0.00000000E+00 19 0.505930662 17 0.303511292 18 0.138681188 16 7.82841891E-02 21 -3.06764748E-02 15 2.73231324E-02 23 -1.14045134E-02 13 -7.98846688E-03 26 5.00442053E-04 24 -1.49795471E-03 27 -2.25838026E-04 22 -7.94760999E-04 20 -1.15345779E-03 28 -4.89443948E-04
 4437 1 16 0.00000000E+00 19 0.569526434 18 0.213916406 17 0.183282882 16 6.78171292E-02 21 -3.93651053E-02 15 3.07369828E-02 23 -1.23320706E-02 13 -7.55111780E-03 26 -1.22706301E-03 24 -1.26702024E-03 27 -1.32622117E-05 22 -7.28021318E-04 20 -1.38022564E-03 28 -1.98783717E-04 25 -2.46951677E-04 29 -9.70191322E-04
 4438 1 16 0.00000000E+00 19 0.560554206 18 0.323318273 21 -2.94285156E-02 17 9.26700309E-02 16 5.11155315E-02 15 2.78374795E-02 23 -1.20885037E-02 26 -2.62446073E-03 13 -6.42332342E-03 24 -1.06108643E-03 22 -6.71576650E-04 27 1.47606945E-04 20 -1.49941188E-03 28 -1.82019430E-04 25 -3.57844809E-04 29 -1.30637502E-03
 4439 1 16 0.00000000E+00 18 0.474174768 19 0.455693275 21 5.79694426E-03 17 3.63741182E-02 16 3.21256369E-02 15 1.83757395E-02 23 -9.74744000E-03 26 -3.29495384E-03 13 -4.89967503E-03 24 -9.12264572E-04 22 -6.20163686E-04 27 2.00748414E-04 20 -1.48062245E-03 25 -3.34572251E-04 28 -1.38945499E-04 29 -1.31260743E-03
 4440 1 16 0.00000000E+00 18 0.645844638 19 0.291319519 21 5.09374402E-02 17 5.69944177E-03 16 1.31157245E-02 23 -1.93058257E-03 15 4.53306269E-03 26 -3.43753374E-03 13 -2.98441062E-03 24 -4.12262249E-04 22 -3.20476771E-04 27 1.54685360E-04 20 -1.09311659E-03 25 -3.14764533E-04 28 -7.39969619E-05 29 -1.03737216E-03
 4441 1 17 0.00000000E+00 18 0.772423565 19 0.136061862 21 9.35888439E-02 17 -1.14070587E-02 16 -2.16343999E-03 23 1.83936693E-02 15 -4.11514752E-03 26 -4.25217999E-03 24 1.66246633E-03 13 -5.76321152E-04 22 1.06602849E-03 27 3.44745240E-05 20 5.15698339E-04 25 -7.26516766E-04 28 3.56525197E-05 29 -6.30487339E-04 12 8.88763534E-05
 4442 1 17 0.00000000E+00 18 0.773187637 19 4.86422256E-02 21 0.135985583 23 5.82259186E-02 17 -2.24717110E-02 16 -8.85926746E-03 15 5.19002695E-03 26 -7.45741557E-03 24 6.79947063E-03 13 1.14766916E-03 22 4.54356382E-03 27 -1.63619683E-04 20 3.83816753E-03 25 -2.31683953E-03 28 1.10234541E-04 29 -5.82419685E-04 12 4.18078294E-03
 4443 1 17 0.00000000E+00 18 0.717305839 19 2.47535529E-03 21 0.163894922 23 0.109057561 17 -2.96636540E-02 16 -1.13702090E-02 15 2.10147016E-02 26 -1.12714153E-02 24 1.39824562E-02 22 9.26313456E-03 13 2.86115520E-03 27 -3.70501511E-04 20 8.25315714E-03 25 -4.51857131E-03 28 1.66392027E-04 29 -5.84615860E-04 12 9.50431079E-03
 4444 1 18 0.00000000E+00 18 0.654698133 21 0.172310963 19 -2.61246003E-02 23 0.162840173 17 -3.40470634E-02 16 -1.28257629E-02 15 3.51240709E-02 24 2.25329082E-02 26 -1.45195546E-02 22 1.46052996E-02 13 3.63529753E-03 27 -5.31867845E-04 20 1.30216628E-02 25 -7.09191384E-03 28 1.33772293E-04 29 -6.53152703E-04 12 1.30095920E-02 11 3.88204702E-03
 4476 1 13 0.00000000E+00 20 0.846658885 22 -9.32879373E-03 25 3.77846844E-02 24 -1.23930052E-02 14 9.67312232E-02 23 3.73410899E-03 27 -3.23011936E-03 26 4.14252467E-03 18 1.16355456E-02 21 7.13857415E-04 28 4.43097623E-03 19 5.65603841E-03 30 1.34640997E-02
 4498 1 12 0.00000000E+00 17 0.795103967 16 -9.20710340E-03 19 0.183679968 18 -3.80714014E-02 21 4.17761803E-02 15 -1.31260883E-02 23 3.45346663E-04 13 1.20344991E-02 26 1.79080926E-02 24 -1.10898726E-03 27 5.05433604E-03 22 5.61117847E-03
 4499 1 12 0.00000000E+00 17 0.713164449 16 -8.38776771E-03 19 0.268149287 18 -1.96175743E-02 21 3.43169309E-02 15 -9.04061366E-03 23 -2.24402803E-03 13 4.84826788E-03 26 1.40764359E-02 24 -1.48921809E-03 27 3.09688714E-03 22 3.12695676E-03
 4500 1 13 0.00000000E+00 17 0.581583977 19 0.376039207 16 1.04852077E-02 18 2.53007957E-03 21 2.47406326E-02 15 -3.13055981E-03 23 -4.97120433E-03 13 -5.74221849E-05 26 1.04308976E-02 24 -1.76160620E-03 27 -8.84437468E-04 22 1.19462202E-03 28 3.80058168E-03
 4501 1 15 0.00000000E+00 19 0.496515036 17 0.435272932 16 2.67276056E-02 18 2.89058909E-02 21 1.18185943E-02 15 3.35687469E-03 23 -7.41178961E-03 26 7.25319656E-03 13 -2.89441785E-03 24 -1.79459644E-03 27 -7.38137402E-04 22 -5.99042396E-04 20 6.94114249E-04 28 2.45367177E-04 29 2.64836382E-03
 4502 1 15 0.00000000E+00 19 0.620995760 17 0.291447490 18 6.05831929E-02 16 3.31766568E-02 21 -4.82736202E-03 15 8.64796899E-03 23 -8.83477833E-03 26 4.33846842E-03 13 -4.04993119E-03 24 -1.61488028E-03 27 -4.90701525E-04 22 -6.70928683E-04 20 -9.16992722E-05 28 6.82869795E-05 29 1.32246281E-03
 4503 1 16 0.00000000E+00 19 0.733075380 18 0.102081165 17 0.158827230 21 -2.14434694E-02 16 3.04626692E-02 15 1.10854274E-02 23 -8.62340350E-03 26 1.14515086E-03 13 -4.08004038E-03 24 -1.26780441E-03 27 -2.13220250E-04 22 -6.76009979E-04 20 -6.80648489E-04 28 -6.54074465E-05 29 1.22679980E-04 25 2.50310055E-04
 4504 1 16 0.00000000E+00 19 0.763628662 18 0.176148593 21 -1.21928351E-02 17 5.61988205E-02 16 2.22486183E-02 15 9.45785176E-03 23 -7.17869215E-03 26 -1.78670359E-03 13 -3.49820196E-03 24 -6.60236983E-04 27 1.00640034E-04 22 -4.42541612E-04 20 -9.72527137E-04 28 -9.65722429E-05 25 -1.77803464E-04 29 -7.77047651E-04
 4505 1 16 0.00000000E+00 19 0.618898571 18 0.311952889 21 5.90516143E-02 17 8.28120764E-03 16 1.27881495E-02 23 -4.66845836E-03 15 3.52286710E-03 26 -3.64757539E-03 13 -2.98729888E-03 24 -3.99964221E-04 27 1.97509042E-04 22 -3.20690364E-04 20 -1.11614808E-03 28 -7.98580222E-05 25 -3.43517691E-04 29 -1.12927379E-03
 4506 1 16 0.00000000E+00 18 0.459315538 19 0.411690503 21 0.143870801 17 -1.13420654E-02 16 3.13142478E-03 23 5.93715440E-03 15 -3.54937185E-03 26 -5.18697128E-03 24 3.54040152E-04 13 -2.13415339E-03 22 1.82571879E-04 27 1.63667282E-04 20 -7.07625179E-04 28 -2.23706174E-05 25 -5.50233934E-04 29 -1.15290750E-03
