points0.pts
zone0.inf
 152 271
 38
PP0
PP1
PP2
PP3
PP4
PP5
PP6
PP7
PP8
PP9
PP10
PP11
PP12
PP13
PP14
PP15
PP16
PP17
PP18
PP19
PP20
PP21
PP22
PP23
PP24
PP25
PP26
PP27
PP28
PP29
PP30
PP31
PP32
PP33
PP34
PP35
PP36
PP37
 18103 1 9 0.00000000E+00 16 0.794917285 18 0.192407802 17 -1.57241977E-03 19 -1.86657365E-02 20 7.27385841E-03 24 2.42245961E-02 21 -5.68639021E-03 23 -3.13556613E-03 25 1.02365715E-02
 18104 1 9 0.00000000E+00 16 0.776758373 18 0.203182742 17 1.66855175E-02 19 -1.93216857E-02 20 4.36377199E-03 24 1.93373095E-02 21 -5.40677505E-03 23 -2.56287749E-03 25 6.96360925E-03
 18110 1 9 0.00000000E+00 16 0.526946068 18 0.289872587 17 0.228576303 19 -2.72585135E-02 20 -1.74462534E-02 21 -1.03635120E-03 24 -1.30473496E-03 23 -6.51635230E-04 25 2.30252207E-03
 18111 1 9 0.00000000E+00 16 0.478116721 18 0.293651164 17 0.278177857 19 -2.79023293E-02 20 -2.04145275E-02 21 -1.55358794E-04 24 -3.65597662E-03 23 -4.81166557E-04 25 2.66359351E-03
 18112 1 9 0.00000000E+00 16 0.430338830 18 0.290930003 17 0.331765175 19 -2.80914884E-02 20 -2.27946434E-02 21 7.18330150E-04 24 -5.64469164E-03 23 -3.51528230E-04 25 3.12999752E-03
 18113 1 9 0.00000000E+00 17 0.389392912 18 0.280931324 16 0.384165078 19 -2.77890787E-02 20 -2.44947020E-02 21 1.60074991E-03 24 -7.21823517E-03 23 -2.70652963E-04 25 3.68260290E-03
 18114 1 9 0.00000000E+00 17 0.450958639 18 0.263235807 16 0.339996457 19 -2.69742534E-02 20 -2.54882332E-02 21 2.53704982E-03 24 -8.33682436E-03 23 -2.45603616E-04 25 4.31693997E-03
 18115 1 9 0.00000000E+00 17 0.516082704 18 0.237874359 16 0.298113793 19 -2.56224163E-02 20 -2.58316156E-02 21 3.61101027E-03 24 -8.98731593E-03 23 -2.81942106E-04 25 5.04146004E-03
 18116 1 9 0.00000000E+00 17 0.583955467 18 0.205401257 16 0.258719653 19 -2.36614551E-02 20 -2.56685335E-02 21 4.95385425E-03 24 -9.19423066E-03 23 -3.84752144E-04 25 5.87872136E-03
 18117 1 9 0.00000000E+00 17 0.653103828 18 0.166956514 16 0.222008586 19 -2.08703112E-02 20 -2.52315011E-02 21 6.75484026E-03 24 -9.03022103E-03 23 -5.61984198E-04 25 6.87026652E-03
 18118 1 9 0.00000000E+00 17 0.720980525 18 0.124365181 16 0.188282654 19 -1.66963078E-02 20 -2.48355344E-02 21 9.28027742E-03 24 -8.63275956E-03 23 -8.29870289E-04 25 8.08581430E-03
 18119 1 9 0.00000000E+00 17 0.783291638 18 8.03320035E-02 19 -9.95080639E-03 16 0.158121869 20 -2.48865634E-02 21 1.29049225E-02 24 -8.23145546E-03 23 -1.22280256E-03 25 9.64117516E-03
 18120 1 9 0.00000000E+00 17 0.833369970 18 3.86201106E-02 19 1.47657725E-03 16 0.132542655 20 -2.58877110E-02 21 1.81403756E-02 24 -8.17413349E-03 23 -1.80192967E-03 25 1.17140813E-02
 18256 1 9 0.00000000E+00 16 0.725724041 18 0.252419829 17 1.49080837E-02 19 -2.32856032E-02 20 6.66771270E-03 24 2.48586908E-02 21 -6.70463825E-03 23 -3.27201420E-03 25 8.68391525E-03
 18257 1 9 0.00000000E+00 16 0.698164940 18 0.268582523 17 3.69989276E-02 19 -2.42686514E-02 20 3.24263284E-03 24 2.01330613E-02 21 -6.27053296E-03 23 -2.73795193E-03 25 6.15507178E-03
 18262 1 9 0.00000000E+00 16 0.486039966 18 0.346641928 17 0.213562921 19 -2.95037739E-02 20 -1.59399211E-02 21 -2.68205884E-03 24 1.00171461E-03 23 -7.94436899E-04 25 1.67365908E-03
 18263 1 9 0.00000000E+00 18 0.351107925 16 0.438520759 17 0.261814594 19 -2.97230557E-02 20 -1.90118216E-02 21 -1.93963468E-03 24 -1.90152344E-03 23 -5.20641974E-04 25 1.65339606E-03
 18264 1 9 0.00000000E+00 18 0.348416686 17 0.314800709 16 0.391785234 19 -2.94483528E-02 20 -2.13835444E-02 21 -1.26483117E-03 24 -4.37463215E-03 23 -2.95307080E-04 25 1.76403415E-03
 18265 1 9 0.00000000E+00 18 0.337445229 17 0.372780293 16 0.346487701 19 -2.86514405E-02 20 -2.29096431E-02 21 -6.62202539E-04 24 -6.33938098E-03 23 -1.28003536E-04 25 1.97746395E-03
 18266 1 9 0.00000000E+00 17 0.435879380 18 0.317478955 16 0.303100973 19 -2.73491126E-02 20 -2.35266760E-02 21 -1.03866209E-04 24 -7.73326168E-03 23 -2.62934464E-05 25 2.27988814E-03
 18267 1 9 0.00000000E+00 17 0.503976107 18 0.288352489 16 0.261923879 19 -2.56027859E-02 20 -2.32827421E-02 21 4.82283736E-04 24 -8.52497853E-03 23 6.93694483E-06 25 2.66878842E-03
 18268 1 9 0.00000000E+00 17 0.576576471 18 0.250531524 16 0.223108843 19 -2.34912634E-02 20 -2.23474074E-02 21 1.22153328E-03 24 -8.72574747E-03 23 -2.86371032E-05 25 3.15470621E-03
 18269 1 9 0.00000000E+00 17 0.652631640 18 0.205133304 16 0.186730981 19 -2.10313704E-02 20 -2.09990740E-02 21 2.29962310E-03 24 -8.39691237E-03 23 -1.31967245E-04 25 3.76379234E-03
 18270 1 9 0.00000000E+00 17 0.730123520 18 0.153979376 19 -1.79819874E-02 16 0.152924836 20 -1.96013115E-02 21 3.97869293E-03 24 -7.66282389E-03 23 -3.08624119E-04 25 4.54832846E-03
 18271 1 9 0.00000000E+00 17 0.804979980 18 9.99146253E-02 19 -1.33561119E-02 16 0.122156277 20 -1.86202955E-02 21 6.65137218E-03 24 -6.75506936E-03 23 -5.85919362E-04 25 5.61517430E-03
 18272 1 9 0.00000000E+00 17 0.868541360 18 4.77657504E-02 19 -4.34119906E-03 20 -1.87271945E-02 16 9.57645625E-02 21 1.09793553E-02 24 -6.12723315E-03 23 -1.04488607E-03 25 7.18946615E-03
 18333 1 14 0.00000000E+00 15 0.485495478 22 0.250637829 26 7.37584084E-02 14 -1.15670310E-02 13 3.02760620E-02 27 -8.99723452E-03 25 8.58814269E-02 21 7.56145045E-02 29 3.28969816E-03 23 -1.07721565E-02 28 -1.72973070E-02 19 6.05219118E-02 30 9.70205665E-03 20 -2.65436321E-02
 18362 1 9 0.00000000E+00 22 0.419342458 15 0.282644808 14 0.209656060 26 -1.23325279E-02 27 -9.10057127E-03 28 0.111273758 13 -1.20809078E-02 29 -9.08583030E-03 30 1.96827631E-02
 18408 1 9 0.00000000E+00 16 0.676854730 18 0.300248832 17 1.09924413E-02 19 -2.68847495E-02 20 9.61188693E-03 24 3.07729244E-02 21 -7.99072161E-03 23 -4.02340991E-03 25 1.04180723E-02
 18409 1 9 0.00000000E+00 16 0.649016082 18 0.318870574 17 3.13356519E-02 19 -2.77665053E-02 20 6.08725101E-03 24 2.57295053E-02 21 -7.55860656E-03 23 -3.43910651E-03 25 7.72517826E-03
 18414 1 9 0.00000000E+00 18 0.407026589 16 0.443912745 17 0.194382384 19 -3.12421024E-02 20 -1.40973851E-02 21 -4.07512393E-03 24 3.67631996E-03 23 -1.00726332E-03 25 1.42383762E-03
 18415 1 9 0.00000000E+00 18 0.413191646 16 0.397586405 17 0.240348041 19 -3.08859646E-02 20 -1.73771959E-02 21 -3.41300271E-03 24 1.33409310E-04 23 -6.25036715E-04 25 1.04169513E-03
 18416 1 9 0.00000000E+00 18 0.411483049 17 0.291658223 16 0.351903319 19 -2.99212653E-02 20 -1.98286697E-02 21 -2.88169971E-03 24 -2.92333728E-03 23 -2.99422769E-04 25 8.09781603E-04
 18417 1 9 0.00000000E+00 18 0.400331080 17 0.348815590 16 0.307620883 19 -2.83013545E-02 20 -2.12245043E-02 21 -2.51428946E-03 24 -5.37911151E-03 23 -4.36427617E-05 25 6.95373688E-04
 18418 1 9 0.00000000E+00 18 0.378636569 17 0.412196398 16 0.265295833 19 -2.60520168E-02 20 -2.14423835E-02 21 -2.30549672E-03 24 -7.13818055E-03 23 1.31560664E-04 25 6.77740900E-04
 18419 1 9 0.00000000E+00 17 0.481926918 18 0.346013308 16 0.225247964 19 -2.32935790E-02 20 -2.05212943E-02 21 -2.19590892E-03 24 -8.14761408E-03 23 2.23784533E-04 25 7.46420643E-04
 18420 1 9 0.00000000E+00 17 0.557801604 18 0.302895159 16 0.187560752 19 -2.02472657E-02 20 -1.86784286E-02 21 -2.06242688E-03 24 -8.40879604E-03 23 2.38884779E-04 25 9.00530198E-04
 18421 1 9 0.00000000E+00 17 0.639248967 18 0.250454605 19 -1.72103811E-02 16 0.152135789 20 -1.62715018E-02 21 -1.72096235E-03 24 -7.97506422E-03 23 1.89628801E-04 25 1.14890700E-03
 18422 1 9 0.00000000E+00 17 0.725219309 18 0.190435827 19 -1.44598642E-02 16 0.118808135 20 -1.37318317E-02 21 -9.31451679E-04 24 -6.94318814E-03 23 8.86443813E-05 25 1.51441817E-03
 18423 1 9 0.00000000E+00 17 0.813564181 18 0.125186011 19 -1.19382786E-02 20 -1.15181794E-02 16 8.75642747E-02 21 6.23004220E-04 24 -5.46962023E-03 23 -6.26824694E-05 25 2.05125567E-03
 18424 1 9 0.00000000E+00 17 0.897776067 18 5.88751584E-02 19 -7.86148757E-03 20 -1.02465758E-02 16 5.92454560E-02 21 3.51807172E-03 24 -3.91753903E-03 23 -3.16625694E-04 25 2.92746280E-03
 18425 1 9 0.00000000E+00 17 0.950873613 18 4.29486530E-03 19 7.97164068E-03 20 -1.16004916E-02 16 3.86998877E-02 21 9.52320360E-03 24 -3.62630864E-03 23 -9.67490254E-04 25 4.83106356E-03
 18484 1 15 0.00000000E+00 15 0.458616257 22 0.251973093 26 8.08669403E-02 14 -1.44170318E-02 27 -8.72044452E-03 13 2.98130810E-02 25 9.34358612E-02 21 8.13368112E-02 23 -1.02859996E-02 29 4.10174066E-03 19 3.19918618E-02 28 -2.08887942E-02 30 9.23954044E-03 20 -3.62309143E-02 17 4.91679870E-02
 18514 1 9 0.00000000E+00 22 0.436229467 15 0.273226291 14 0.199385554 26 -1.28690824E-02 27 -9.09529533E-03 28 0.114223354 13 -1.07678287E-02 29 -9.38093942E-03 30 1.90484766E-02
 18560 1 9 0.00000000E+00 16 0.630297840 18 0.346119642 17 5.18609816E-03 19 -3.01217232E-02 20 1.32926675E-02 24 3.71543877E-02 21 -9.27827321E-03 23 -4.82646842E-03 25 1.21758226E-02
 18561 1 9 0.00000000E+00 16 0.602029681 18 0.367465258 17 2.35661045E-02 19 -3.08854263E-02 20 9.70254932E-03 24 3.18086557E-02 21 -8.83316062E-03 23 -4.19679796E-03 25 9.34317522E-03
 18562 1 9 0.00000000E+00 16 0.568769753 18 0.390037268 17 4.54145111E-02 19 -3.16476710E-02 20 5.72123425E-03 24 2.65415572E-02 21 -8.25395435E-03 23 -3.58286593E-03 25 7.00016180E-03
 18566 1 9 0.00000000E+00 18 0.470115900 16 0.401481301 17 0.170870975 19 -3.24688852E-02 20 -1.17497053E-02 21 -5.21785114E-03 24 6.76393835E-03 23 -1.29349716E-03 25 1.49782386E-03
 18567 1 9 0.00000000E+00 18 0.479286015 16 0.356101066 17 0.213489190 19 -3.14064622E-02 20 -1.53835965E-02 21 -4.55627171E-03 24 2.48142565E-03 23 -7.96606473E-04 25 7.85237993E-04
 18568 1 9 0.00000000E+00 18 0.479871452 17 0.261863649 16 0.311346591 19 -2.95358635E-02 20 -1.80543475E-02 21 -4.08721250E-03 24 -1.27726689E-03 23 -3.64100997E-04 25 2.37089524E-04
 18569 1 9 0.00000000E+00 18 0.469677091 17 0.316784561 16 0.268115550 19 -2.67475583E-02 20 -1.94048025E-02 21 -3.88287380E-03 24 -4.34360700E-03 23 -1.81217911E-05 25 -1.80233328E-04
 18570 1 9 0.00000000E+00 18 0.447052032 17 0.378891021 16 0.227096274 19 -2.30166465E-02 20 -1.92101654E-02 21 -3.97139136E-03 24 -6.57498883E-03 23 2.24173535E-04 25 -4.90322302E-04
 18571 1 9 0.00000000E+00 17 0.448472172 18 0.411361158 16 0.188661948 19 -1.84535570E-02 20 -1.74930543E-02 21 -4.30495245E-03 24 -7.89395161E-03 23 3.58105637E-04 25 -7.07862899E-04
 18572 1 9 0.00000000E+00 17 0.525376976 18 0.363187909 16 0.152831972 19 -1.33353174E-02 20 -1.45642990E-02 21 -4.74493206E-03 24 -8.30781460E-03 23 3.94244737E-04 25 -8.38751614E-04
 18573 1 9 0.00000000E+00 17 0.609100938 18 0.304116100 19 -8.10793508E-03 16 0.119336538 20 -1.09511707E-02 21 -5.07612713E-03 24 -7.89249782E-03 23 3.56327160E-04 25 -8.82205670E-04
 18574 1 9 0.00000000E+00 17 0.698981762 18 0.236243725 19 -3.36882286E-03 20 -7.25063402E-03 16 8.77471045E-02 21 -5.03756478E-03 24 -6.75688125E-03 23 2.73439044E-04 25 -8.32146965E-04
 18575 1 9 0.00000000E+00 17 0.794388354 18 0.161716327 19 1.51216911E-04 20 -3.98830185E-03 16 5.75995296E-02 21 -4.35305387E-03 24 -5.00838459E-03 23 1.72478467E-04 25 -6.78143930E-04
 18576 1 9 0.00000000E+00 17 0.894831419 18 8.24448839E-02 19 1.59790344E-03 20 -1.52218097E-03 16 2.84689628E-02 21 -2.75591970E-03 24 -2.73457519E-03 23 7.59424947E-05 25 -4.06457984E-04
 18577 1 9 0.00000000E+00 17 1.00000000 18 0.00000000E+00 19 0.00000000E+00 20 0.00000000E+00 16 0.00000000E+00 21 0.00000000E+00 24 0.00000000E+00 23 0.00000000E+00 25 0.00000000E+00
 18712 1 9 0.00000000E+00 16 0.586208999 18 0.389397472 17 -2.18853843E-03 19 -3.30053046E-02 20 1.78137645E-02 24 4.40850779E-02 21 -1.05874902E-02 23 -5.68964751E-03 25 1.39656644E-02
 18713 1 9 0.00000000E+00 16 0.557462573 18 0.413583755 17 1.40319103E-02 19 -3.36314589E-02 20 1.42211961E-02 24 3.84616107E-02 21 -1.01193739E-02 23 -5.02047222E-03 25 1.10102426E-02
 18714 1 9 0.00000000E+00 16 0.524288774 18 0.439113677 17 3.31795365E-02 19 -3.41762416E-02 20 1.01724342E-02 24 3.27998176E-02 21 -9.50536039E-03 23 -4.34843823E-03 25 8.47579353E-03
 18715 1 9 0.00000000E+00 16 0.487159640 18 0.465241015 17 5.54093905E-02 19 -3.45458277E-02 20 5.71921421E-03 24 2.71148775E-02 21 -8.76149070E-03 23 -3.67270783E-03 25 6.33587921E-03
 18719 1 9 0.00000000E+00 18 0.548410535 17 0.181364760 16 0.314786166 19 -3.13835144E-02 20 -1.28310649E-02 21 -5.37636457E-03 24 5.22618927E-03 23 -1.04137324E-03 25 8.44645896E-04
 18720 1 9 0.00000000E+00 18 0.553024292 17 0.225378379 16 0.270695597 19 -2.84497403E-02 20 -1.59352422E-02 21 -4.85773617E-03 24 6.21392624E-04 23 -4.91012761E-04 25 1.41027031E-05
 18721 1 9 0.00000000E+00 18 0.545349896 17 0.276462615 16 0.228416666 19 -2.41997540E-02 20 -1.73910614E-02 21 -4.71399771E-03 24 -3.20346281E-03 23 -4.82224314E-05 25 -6.72661641E-04
 18722 1 9 0.00000000E+00 18 0.522825360 17 0.335590899 16 0.188876539 19 -1.84740871E-02 20 -1.67780947E-02 21 -5.02876705E-03 24 -6.02847384E-03 23 2.55591294E-04 25 -1.23901176E-03
 18723 1 9 0.00000000E+00 18 0.484453231 17 0.403129280 16 0.152569219 19 -1.12767471E-02 20 -1.40715614E-02 21 -5.76942647E-03 24 -7.74416467E-03 23 4.08763328E-04 25 -1.69857941E-03
 18724 1 9 0.00000000E+00 17 0.478606790 18 0.431289852 19 -2.81608663E-03 16 0.119449645 20 -9.75698978E-03 21 -6.75435085E-03 24 -8.39172397E-03 23 4.26663959E-04 25 -2.05381052E-03
 18725 1 9 0.00000000E+00 17 0.560840309 18 0.365992367 19 6.53784908E-03 20 -4.68838634E-03 16 8.90774503E-02 21 -7.67673831E-03 24 -8.13016202E-03 23 3.43680527E-04 25 -2.29634158E-03
 18726 1 9 0.00000000E+00 17 0.648130953 18 0.291916102 19 1.63877774E-02 20 1.82539297E-04 16 6.09138906E-02 21 -8.15464556E-03 24 -7.16739148E-03 23 1.94479304E-04 25 -2.40370119E-03
 18727 1 9 0.00000000E+00 17 0.737852633 18 0.212651953 19 2.66412050E-02 20 3.99664836E-03 16 3.46624590E-02 21 -7.74039188E-03 24 -5.73755335E-03 23 -4.24961581E-06 25 -2.32268893E-03
 18728 1 9 0.00000000E+00 17 0.823239744 18 0.133138433 19 3.88866104E-02 20 5.90753043E-03 16 1.09981736E-02 21 -5.74451126E-03 24 -4.24150238E-03 23 -2.98616185E-04 25 -1.88588374E-03
 18729 1 9 0.00000000E+00 17 0.877236366 18 6.65587187E-02 19 6.30522445E-02 20 4.16785851E-03 16 -5.30527253E-03 21 -2.93044955E-04 24 -4.02705884E-03 23 -9.83876525E-04 25 -4.05926257E-04
 18787 1 16 0.00000000E+00 15 0.416142970 22 0.262424141 26 9.41484720E-02 27 -8.47609062E-03 14 -1.48559455E-02 25 0.110098280 13 3.01249120E-02 21 8.96312371E-02 23 1.14607485E-03 29 5.49817458E-03 19 3.21223997E-02 28 -2.43851356E-02 30 1.10070202E-02 20 -2.59447377E-02 17 5.10402694E-02 24 -2.97220293E-02
 18864 1 9 0.00000000E+00 16 0.544744730 18 0.429388732 17 -1.07440269E-02 20 2.32769474E-02 19 -3.55505347E-02 24 5.16528338E-02 21 -1.19417021E-02 23 -6.62249839E-03 25 1.57955289E-02
 18865 1 9 0.00000000E+00 16 0.515549242 18 0.456357002 17 3.17946193E-03 19 -3.60212550E-02 20 1.97850540E-02 24 4.57903929E-02 21 -1.14487857E-02 23 -5.92129072E-03 25 1.27301486E-02
 18866 1 9 0.00000000E+00 18 0.484937161 16 0.482340515 17 1.94815546E-02 19 -3.63377817E-02 20 1.57629065E-02 24 3.97751331E-02 21 -1.07915746E-02 23 -5.19974250E-03 25 1.00318333E-02
 18867 1 9 0.00000000E+00 18 0.514551938 16 0.445470691 17 3.82900573E-02 19 -3.64029668E-02 20 1.12265358E-02 24 3.36138271E-02 21 -9.97795910E-03 23 -4.45621647E-03 25 7.68410973E-03
 18868 1 9 0.00000000E+00 18 0.544333577 16 0.405466437 17 5.97835779E-02 19 -3.60897370E-02 20 6.23766659E-03 24 2.73281410E-02 21 -9.02802031E-03 23 -3.69163486E-03 25 5.65998582E-03
 18870 1 9 0.00000000E+00 18 0.598777831 16 0.318962514 17 0.112258509 19 -3.36228088E-02 20 -4.42630704E-03 24 1.46421436E-02 21 -6.90829614E-03 23 -2.12866883E-03 25 2.44506146E-03
 18871 1 9 0.00000000E+00 18 0.618960440 17 0.144635484 16 0.274361074 19 -3.09784971E-02 20 -9.38886777E-03 21 -5.92451496E-03 24 8.52345303E-03 23 -1.37167063E-03 25 1.18307909E-03
 18872 1 9 0.00000000E+00 18 0.629866600 17 0.182715580 16 0.230498940 19 -2.69396976E-02 20 -1.32496068E-02 21 -5.20651648E-03 24 2.89288769E-03 23 -6.84990897E-04 25 1.06819905E-04
 18873 1 9 0.00000000E+00 18 0.626901448 17 0.228202820 16 0.188862413 19 -2.10774355E-02 20 -1.50877852E-02 21 -4.97871358E-03 24 -1.88087567E-03 23 -1.29290216E-04 25 -8.12599726E-04
 18874 1 9 0.00000000E+00 18 0.605779290 17 0.282674640 16 0.150838032 19 -1.29885497E-02 20 -1.40744867E-02 21 -5.43108955E-03 24 -5.43638365E-03 23 2.35803862E-04 25 -1.59725174E-03
 18875 1 9 0.00000000E+00 18 0.564743638 17 0.346634954 19 -2.46640248E-03 16 0.117170036 20 -1.00377398E-02 21 -6.57217391E-03 24 -7.60005694E-03 23 3.83984967E-04 25 -2.25623255E-03
 18876 1 9 0.00000000E+00 18 0.505867958 17 0.418905616 19 1.04164323E-02 20 -3.78227327E-03 16 8.76650289E-02 21 -8.13721120E-03 24 -8.49341508E-03 23 3.40140657E-04 25 -2.78227660E-03
 18877 1 9 0.00000000E+00 17 0.496949315 18 0.433876216 19 2.54577175E-02 20 3.25007970E-03 16 6.15540221E-02 21 -9.65443626E-03 24 -8.44130199E-03 23 1.57494476E-04 25 -3.14909639E-03
 18878 1 9 0.00000000E+00 17 0.577311695 18 0.354138970 19 4.26524207E-02 20 9.55572445E-03 16 3.81415188E-02 21 -1.05601922E-02 24 -7.81621225E-03 23 -1.19729921E-04 25 -3.30417790E-03
 18879 1 9 0.00000000E+00 17 0.654967606 18 0.271970719 19 6.27129972E-02 20 1.38549907E-02 16 1.73313897E-02 21 -1.02045992E-02 24 -7.00213481E-03 23 -4.88257327E-04 25 -3.14269355E-03
 18880 1 9 0.00000000E+00 17 0.720799208 18 0.193586335 19 8.80972520E-02 20 1.50329825E-02 16 1.67451130E-04 21 -7.70961354E-03 24 -6.51323237E-03 23 -1.01876969E-03 25 -2.44162115E-03
 18881 1 9 0.00000000E+00 17 0.759381294 18 0.127248362 19 0.123821817 20 1.20031768E-02 16 -1.08168498E-02 21 -1.83131907E-03 24 -7.12484354E-03 23 -1.87517877E-03 25 -8.06448516E-04
 18940 1 16 0.00000000E+00 15 0.402571112 22 0.283611983 26 9.92109627E-02 27 -9.10719484E-03 14 -1.15171075E-02 25 0.109200753 13 2.49689259E-02 21 8.49716961E-02 29 5.60536236E-03 23 9.94893140E-04 28 -2.56045908E-02 30 1.09599642E-02 19 2.98350137E-02 20 -2.44020894E-02 17 4.70478684E-02 24 -2.83475425E-02
 19017 1 9 0.00000000E+00 18 0.494869918 16 0.476506054 17 -8.46979395E-03 20 2.65283491E-02 19 -3.80772538E-02 24 5.39033860E-02 21 -1.28577203E-02 23 -6.91011129E-03 25 1.45071680E-02
 19018 1 9 0.00000000E+00 18 0.526315093 16 0.443261087 17 4.94133448E-03 20 2.26874389E-02 19 -3.81550081E-02 24 4.75975797E-02 21 -1.21624544E-02 23 -6.15057489E-03 25 1.16655128E-02
 19019 1 9 0.00000000E+00 18 0.559337080 16 0.406573057 17 2.02487819E-02 19 -3.79118286E-02 20 1.82238091E-02 24 4.10205424E-02 21 -1.12787029E-02 23 -5.35135809E-03 25 9.13862139E-03
 19020 1 9 0.00000000E+00 18 0.593328059 16 0.366836399 17 3.75499092E-02 19 -3.72155309E-02 20 1.31391762E-02 24 3.41761261E-02 21 -1.02123581E-02 23 -4.51085577E-03 25 6.90908264E-03
 19021 1 9 0.00000000E+00 18 0.627333224 16 0.324588507 17 5.70442192E-02 19 -3.58949751E-02 20 7.49741122E-03 24 2.70949062E-02 21 -8.98628030E-03 23 -3.63102346E-03 25 4.95400326E-03
 19022 1 9 0.00000000E+00 18 0.659822047 17 7.91423172E-02 16 0.280542254 19 -3.37189808E-02 20 1.48285960E-03 24 1.98579170E-02 21 -7.65294675E-03 23 -2.72356067E-03 25 3.24807758E-03
 19023 1 9 0.00000000E+00 18 0.688248694 17 0.104658172 16 0.235676214 19 -3.03603429E-02 20 -4.48557315E-03 24 1.26376506E-02 21 -6.32425118E-03 23 -1.81576109E-03 25 1.76519121E-03
 19024 1 9 0.00000000E+00 18 0.708330035 17 0.135107145 16 0.191405535 19 -2.53381915E-02 20 -9.56669357E-03 21 -5.21440292E-03 24 5.76060265E-03 23 -9.62808554E-04 25 4.78779606E-04
 19025 1 9 0.00000000E+00 18 0.713373005 17 0.172972217 16 0.149748296 19 -1.79575328E-02 20 -1.23221986E-02 21 -4.68401657E-03 24 -2.33830884E-04 23 -2.58540967E-04 25 -6.37372024E-04
 19026 1 9 0.00000000E+00 18 0.695505500 17 0.221171543 19 -7.40103843E-03 16 0.113024630 20 -1.10310400E-02 21 -5.15321083E-03 24 -4.69176797E-03 23 1.81185373E-04 25 -1.60582876E-03
 19027 1 9 0.00000000E+00 18 0.650955319 17 0.280835211 19 6.87737903E-03 20 -5.05288877E-03 16 8.25498924E-02 21 -6.75416924E-03 24 -7.27394223E-03 23 2.96259066E-04 25 -2.43303459E-03
 19028 1 9 0.00000000E+00 18 0.584092319 17 0.349541783 19 2.48683542E-02 20 4.14266298E-03 16 5.76584674E-02 21 -9.05807409E-03 24 -8.28678254E-03 23 1.39379030E-04 25 -3.09814396E-03
 19029 1 9 0.00000000E+00 18 0.503545582 17 0.422722995 19 4.63828631E-02 20 1.40199242E-02 16 3.67557704E-02 21 -1.13176685E-02 24 -8.36814847E-03 23 -1.86007353E-04 25 -3.55533953E-03
 19030 1 9 0.00000000E+00 17 0.495387822 18 0.417144686 19 7.15959445E-02 20 2.23474298E-02 16 1.87261868E-02 21 -1.27754156E-02 24 -8.08154326E-03 23 -6.11530850E-04 25 -3.73358955E-03
 19031 1 9 0.00000000E+00 17 0.561919332 18 0.331013232 19 0.101367898 20 2.75271591E-02 16 3.37702967E-03 21 -1.26973717E-02 24 -7.85811990E-03 23 -1.12891069E-03 25 -3.52022820E-03
 19032 1 9 0.00000000E+00 17 0.615140676 18 0.250537395 19 0.137382984 20 2.84503736E-02 16 -8.60400591E-03 21 -1.02834171E-02 24 -8.09158105E-03 23 -1.78915926E-03 25 -2.74325185E-03
 19033 1 9 0.00000000E+00 17 0.647183180 18 0.180602506 19 0.181524247 20 2.44643018E-02 16 -1.60565749E-02 21 -4.68521379E-03 24 -9.15665831E-03 23 -2.67907977E-03 25 -1.19672460E-03
 19034 1 9 0.00000000E+00 17 0.654338479 19 0.233696431 18 0.123884313 20 1.56327542E-02 21 4.71979426E-03 16 -1.84335709E-02 24 -1.12179350E-02 23 -3.85498628E-03 25 1.23474153E-03
 19093 1 16 0.00000000E+00 15 0.389102995 22 0.306632906 26 0.104587041 27 -9.72270034E-03 14 -7.72464555E-03 25 0.108329356 29 5.74057875E-03 13 2.28889044E-02 21 8.10214430E-02 23 -6.28023467E-04 28 -2.64854915E-02 30 6.16676919E-03 19 5.63927852E-02 20 -1.70078333E-02 31 7.06924777E-03 24 -2.63633300E-02
 19169 1 9 0.00000000E+00 18 0.528232396 16 0.440520614 17 -2.03577261E-02 20 3.45587358E-02 19 -3.98288518E-02 24 6.29076213E-02 21 -1.43818278E-02 23 -7.99627136E-03 25 1.63453072E-02
 19170 1 9 0.00000000E+00 18 0.562051415 16 0.407343328 17 -9.74942651E-03 20 3.11196502E-02 19 -3.96587774E-02 24 5.64020015E-02 21 -1.36698987E-02 23 -7.21419696E-03 25 1.33759398E-02
 19171 1 9 0.00000000E+00 18 0.597977042 16 0.370903909 17 2.15864112E-03 20 2.69788951E-02 19 -3.91012579E-02 24 4.95063290E-02 21 -1.27385976E-02 23 -6.37604157E-03 25 1.06910588E-02
 19172 1 9 0.00000000E+00 18 0.635697424 16 0.331478953 17 1.53473895E-02 20 2.20711492E-02 19 -3.80216576E-02 24 4.21999469E-02 21 -1.15777692E-02 23 -5.47668897E-03 25 8.28125793E-03
 19173 1 9 0.00000000E+00 18 0.674679816 16 0.289451838 17 2.98448764E-02 19 -3.62497531E-02 20 1.63604077E-02 24 3.44785638E-02 21 -1.01842582E-02 23 -4.51405346E-03 25 6.13257848E-03
 19174 1 9 0.00000000E+00 18 0.713981032 17 4.58109677E-02 16 0.245344833 19 -3.35560478E-02 20 9.88285244E-03 24 2.63745375E-02 21 -8.57608113E-03 23 -3.49100446E-03 25 4.22892999E-03
 19175 1 9 0.00000000E+00 18 0.751777053 17 6.37340173E-02 16 0.199924201 19 -2.96120569E-02 20 2.86910729E-03 24 1.79991890E-02 21 -6.81908708E-03 23 -2.42630066E-03 25 2.55385903E-03
